Year,COURSE CODE,"1. As a complete and useful guide for the course, the syllabus was: ",2. Relevance of activities and assignments to course goals was:,"3. Relevance of required readings (websites, articles, text, etc.) ",4. The effectiveness of the delivery format was: ,"5. Overall, the course content was: ",COURSE CONTENT,1. Quality and helpfulness of the mentor feedback was: ,2. Timely response by the mentor for inquiries was: ,3. MentorÂs availability for extra help was: ,"4. Overall, the mentor was: ",MENTOR
2024,NSCI6100,4,5,4,5,5, ,5,5,4,5, 
2024,PEDH111,5,5,4,5,5, ,5,5,5,5, 
2024,PEDH122,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL6311,3,3,3,3,3, ,3,3,3,3, 
2024,NSCI6100,4,5,5,5,4, ,5,5,5,4, 
2024,PHYED6102,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6200,5,5,5,5,5,Excellence,5,5,5,5,Excellence
2024,STAT112,5,5,5,5,5, ,5,5,5,5, 
2024,GE6108,5,5,5,5,5, ,5,5,5,5, 
2024,BAFM6204,5,5,5,5,5, ,5,5,5,5, 
2024,PDEV111,3,3,3,2,2,NONE,3,3,3,2,NONE
2024,ECON122,5,5,5,5,5, ,5,5,5,5, 
2024,GE6114,4,4,4,3,4, ,3,4,3,4, 
2024,UCSP111,4,4,4,4,4, ,4,4,4,4, 
2024,BP002,3,3,3,3,3, ,3,3,3,3, 
2024,NSTP102,5,5,5,5,5, ,5,5,5,5, 
2024,3LP1,3,3,3,3,3, ,3,3,3,3, 
2024,CS6264,5,5,5,5,5,NONE,5,5,5,5,EXCELLENT
2024,EDUC6231,3,3,3,2,4,"May I suggest to make revisions for some common mistakes like, spacing, topic and sub-topic, few typographical errors. Also some revisions for the quizzes, I notice that some of the questions which appeared already on the previous module also appeared to other module. There are key words that is not included in the modules but included in the quiz. Thank you for your hard work.",4,4,4,4,"Accommodating, thank you."
2024,HUMSS122,5,5,5,5,5, ,5,5,5,5, 
2024,GE6116,5,5,5,5,5, ,5,5,5,5, 
2024,MAPH6,4,4,4,4,4, ,4,4,4,4, 
2024,NSCI6100,4,4,5,4,5, ,4,5,4,4, 
2024,GE6102,5,5,5,5,5, ,5,5,5,5, 
2024,MKTG6332,3,3,3,3,3, ,3,3,3,3, 
2024,GE6104,5,5,4,5,4, ,4,4,4,4, 
2024,GE6102,5,5,5,5,5, ,5,5,5,5,Excellent
2024,ACTG6251,4,4,4,4,4, ,4,4,4,4, 
2024,ACTG6485,5,5,5,5,5,NONE,5,5,5,5,EXCELLENT
2024,ITE6101,5,5,5,5,5, ,5,5,5,5, 
2024,CS6202,4,4,4,4,3, ,4,4,4,4, 
2024,ECON6151,5,5,5,5,5, ,5,5,5,5, 
2024,BP005,4,4,4,4,4, ,4,4,4,4, 
2024,ACTG6146,4,4,4,4,4, ,4,4,4,4, 
2024,ENGL112,4,4,4,4,4, ,4,4,4,4, 
2024,ENGL6311,3,3,3,4,2, ,4,2,3,3, 
2024,IT6202,5,5,5,5,5,Easy to understand content,5,5,5,5,Mentor explained the topics very well and in a manner that is easy to comprehend
2024,ENGL112,4,4,4,4,4, ,4,4,4,4, 
2024,MATH6342A,5,5,5,5,5,Some questions lack figures,4,4,4,4, 
2024,GE6101,5,5,5,5,5,Very good,5,5,5,5,Very good.
2024,GE6104,5,5,5,5,5, ,3,3,3,3, 
2024,ELSC111,4,4,4,3,3, ,3,3,3,3, 
2024,PSYC6102,4,4,4,4,4,"Thank you, AMA University Online Education.",4,4,4,4,"Thank you, instructor."
2024,ETHNS6101,5,5,5,5,5, ,5,5,5,5, 
2024,MGT6370A,5,5,5,5,5, ,5,5,5,5, 
2024,MIS6111,5,5,5,5,5,The laboratory and Activity test modules are well-organized and supported by helpful reading materials and a comprehensive website.,5,5,4,5, 
2024,PDEV111,3,3,3,3,3, ,3,3,3,3, 
2024,BP002,4,4,4,4,4, ,4,4,4,4,Good job sir! I appreciate all your effort on making your student learn via video class keep it up!
2024,GE6200,5,5,5,5,5, ,5,5,5,5, 
2024,FABM121,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL112,3,3,2,2,2, ,3,3,3,3, 
2024,STAT112,4,4,4,4,4, ,4,4,3,4, 
2024,PHYED6103,4,4,4,4,4,NONE SO FAR,5,5,5,5,THANK YOU FOR TEACHING
2024,BP006,3,3,3,3,3,make the modules more helpful,3,3,3,3,none
2024,BAMM6201,5,5,5,5,5, ,5,5,5,5, 
2024,BAMM6301,5,5,5,5,5,It was a nice experience. I wasable to understand the topics quickly.,5,5,5,5,Please do Keep up the good job assessing this subject.????
2024,NSTP6101,4,4,3,4,4, ,4,4,4,4, 
2024,TAX6253,4,5,5,5,5, ,5,4,5,5, 
2024,ETHNS6102,5,5,5,5,5,Content is well made and organised,5,5,5,5,Mentor is good and approachable
2024,FILI112,5,5,5,5,5,keep up good work,5,5,5,5,keep up good work
2024,PEDH112,4,4,4,4,4, ,4,4,4,4, 
2024,FMGT6259,5,5,5,5,5, ,5,5,5,5, 
2024,RSCH111,5,5,5,5,5, ,5,5,5,5, 
2024,ECON6110,5,5,5,5,5, ,5,5,5,5, 
2024,GE6104,4,4,4,4,4, ,4,4,4,4,Always accommodating 
2024,EDUC6302,4,4,4,4,4, ,5,5,5,5, 
2024,REM6211,4,4,4,4,4,The course syllabus is very informative,4,4,4,4,Thank you for sharing your knowledge and expertise!
2024,BAMM6304A,5,5,5,5,5, ,5,5,5,5, 
2024,RSCH121,4,4,4,2,4,NONE,4,4,4,4,NONE
2024,FILI112,5,5,5,5,5, ,5,5,5,5, 
2024,ENTR122,5,5,5,5,5, ,5,5,5,5, 
2024,PSCI6300,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH122,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL112,5,5,5,5,5, ,5,5,5,5, 
2024,ITE6101,4,4,4,4,4, ,4,4,4,4, 
2024,ECE6200,5,5,5,5,5, ,5,5,5,5, 
2024,HUMSS112,5,5,5,5,5, ,5,5,5,5, 
2024,MPA7103,5,5,5,5,5,The only suggestion that I can give is that I hope the materials are downloadable so that we access it everywhere and we can read anytime we want even offline.,5,5,5,5,Excellent!
2024,ENGL6222,5,5,5,5,5,Please improve the listening Module. ,5,5,5,5,Thank you so much
2024,PSYC6101,5,5,5,5,5, ,5,5,5,5, 
2024,ITE6200,5,5,5,5,5, ,5,5,5,5, 
2024,FABM121,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH112,5,5,5,5,5, ,5,5,5,5, 
2024,GE6221,5,5,5,5,5, ,5,5,5,5, 
2024,GE6101,4,4,5,4,5, ,4,4,4,4, 
2024,GE6103,4,5,4,4,4, ,3,3,3,3, 
2024,MEIL122,4,4,4,4,4, ,4,5,4,4, 
2024,CPE6353,3,4,3,3,3, ,5,5,5,5, 
2024,GE6114,5,5,5,5,5, ,5,5,5,5, 
2024,GE6102,4,4,4,4,5, ,4,4,4,5, 
2024,GE6107,4,3,4,3,5, ,4,3,3,3, 
2024,REM6268,4,4,4,4,4,Make it more interactive.,4,4,4,4,Thank you for sharing your knowledge and expertise!
2024,IT6203,4,4,4,4,4, ,3,3,3,3, 
2024,PHYED6101,4,4,4,4,4, ,4,4,4,4, 
2024,LAW6149,4,4,4,4,4,Good,4,4,4,4,Excellent
2024,EAPP111,3,3,4,3,4,The module is easy to understand,3,3,3,4,mentor was good
2024,GE6102,4,4,4,3,4, ,3,3,3,3, 
2024,PHYC121,4,4,4,4,4, ,3,3,3,3, 
2024,PEDH122,5,5,5,5,5, ,5,5,5,5, 
2024,GE6114,3,3,3,3,3, ,3,3,3,3, 
2024,GE6116,4,4,4,4,4,Recommend to add video material.,4,4,4,4,Recommend to add video material.
2024,BA321,4,5,4,5,5, ,4,4,4,4, 
2024,GE6300,5,5,5,5,5, ,5,5,5,5, 
2024,PSYC6101,4,4,4,4,4, ,4,4,4,4, 
2024,GE6101,5,5,5,5,5,  ,5,5,5,5, 
2024,REM6319,4,4,4,4,4,good,4,4,4,4,Good
2024,GE6115,5,5,5,5,5, ,5,5,5,5, 
2024,GE6300,4,4,4,4,4, ,4,4,4,4, 
2024,STAT112,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6102,3,3,3,3,3, ,3,3,3,3, 
2024,BP002,4,4,4,4,4, ,4,4,4,4, 
2024,CS6303,4,5,5,4,5, ,4,4,4,4, 
2024,BME6303,3,3,3,3,3, ,3,3,3,3,"Some questions were not yet tackled nor discussed prior to MIDTERM exam (e.g., aggregate planning) and was lectured only after the MIDTERM EXAM.

Virtual class 13 was same as virtual class 12A, therefore, the supposed to be topic Scheduling and sequencing was not discussed. Thank you!"
2024,PEDH111,4,5,4,5,4,There was a link for a module that has nothing to be read related to the topic. Some questions are not included in the module or videos.,5,5,5,5,None.
2024,ENG201,5,5,5,5,5, ,5,5,5,5, 
2024,3LP2,5,5,5,5,5,Content is organised and well explained,5,5,5,5,Mentor explained the topics well
2024,ECON122,5,5,5,5,5, ,4,4,4,4, 
2024,GE6200,4,3,3,3,3, ,3,3,3,3, 
2024,MBA106,5,5,5,5,5, ,5,5,5,5,AMA MBA is one of the best I can recommend.
2024,PDEV111,3,3,3,3,3, ,3,3,3,3, 
2024,GE6103,5,5,5,5,5,"AS AN OFW,PLEASE ADD THE LECTURE FORM OF TEACHING,I MEAN VIDEO TYPE",5,4,4,4,PLEASE EXTEND YOUR TIME FOR US OFW IN TIME OF ASKING QUESTIONS
2024,MPA7204,5,5,5,5,5,Great experience with the whole duration of the course. ,5,5,5,5,The topic was compiled and perfectly presented. Great job!
2024,SSCI111,5,5,5,5,5, ,5,5,5,5, 
2024,GE6104,5,5,5,5,5, ,5,5,5,5, 
2024,PSCI6001,5,5,5,5,5, ,5,5,5,5, 
2024,ACTG6144,5,5,5,5,5, ,5,5,5,5, 
2024,EAPP111,5,4,5,5,5, ,5,5,5,5, 
2024,EDUC6231,4,4,4,3,4, ,4,4,4,4, 
2024,ECON101,5,5,5,5,5, ,5,5,5,5, 
2024,CHEM122,5,5,5,5,5, ,5,5,5,5, 
2024,IT6223,4,4,4,4,4, ,3,3,3,3, 
2024,ECON122,5,5,5,5,5, ,4,4,4,4, 
2024,PHYC122,5,5,5,5,5, ,5,5,5,5, 
2024,PHYC122,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH112,4,4,4,4,4, ,4,4,4,4, 
2024,GBIO121,5,5,5,5,5,none,5,5,5,5,none
2024,FLAN6300,5,5,5,5,5,I'm satisfied. ,5,5,5,5,I'm satisfied. Thank you. 
2024,PSYC6301,5,5,5,5,5,none,5,5,5,5,none
2024,DBA511,5,5,5,5,5,Hoping that printing of modules can be allowed.,5,5,5,5,"Dr. Nora Malibiran is very professional and suited to handle a class in the graduate school program. Due to her style, efficiency and manner of communication, I was able to regain my trust to AMAOED system. Dr. Nora Malibiran made sure that my past traumatic and unforgettable experiences with Mr. Cariaso in 2021-2022 are being replaced by good memories because of her way of handling this online class. As a result, I enjoyed doing my requirements/coursework and always looked forward to the next module. Keep it up ma'am. We need more mentors like you. I will enroll all your 3 handled courses next term. If there is only a way ----- we need more Dr. Nora Malibiran in our lives. God bless po."
2024,PHYED6102,4,4,5,3,4, ,4,3,4,4,PLEASE CHECK TASK AND PROJECT-MAKE IT MORE CLEAR THE INSTRUCTION FOR PROJECT SUBMISSION.
2024,PHYC121,4,4,5,4,5, ,4,5,4,5, 
2024,ENGL6101,4,4,5,4,4,"Excellent and all good for me and  they give more time to answer the all activities,thank you!",5,5,5,5,"For me, my mentor was always there for my concerns and questions all the time"
2024,GE6115,5,5,5,5,5, ,5,5,5,5, 
2024,EDUC6240,4,4,4,4,4,For me excellent service ,5,5,5,5,"My mentor was good , He always there for me when  i had concerns and questions all the time , thank you !."
2024,EDUC6240,4,4,4,4,4,AMAU oed was excellent service thank you!,5,5,5,5,"My mentor was good ,he always helping to all my concerns and questions all the time thank you!."
2024,GE6100,4,4,4,4,4,AMAU oed was excellent service thank you!,5,5,5,5,"My mentor was good, he always helping for my concerns and questions all the time ,thank you!."
2024,GE6101,5,5,5,5,5,AMA oed was excellent service thank you!.,5,5,5,5,"My mentor was good , he always helping for my concerns and questions all the time ,thank you!."
2024,RSCH400,5,5,5,5,5, ,5,5,5,5, 
2024,GE6101,5,5,5,5,5,AMA oed was excellent service thank you!.,5,5,5,5,"My mentor was good , he always helping me for my concerns and. Questions all the time thank you!."
2024,GE6102,5,5,5,5,5,AMA oed was excellent service thank you!.,5,5,5,5,"My mentor was good , he always heping me for my concerns and  questions , thank you !."
2024,GE6103,5,5,5,5,5,"AMA oed was excellent service, thank you !.",5,5,5,5,"My mentor was good , he always helping me for my concerns and questions, thank you!."
2024,GE6104,5,5,5,5,5,"AMA oed was excellent service, thank you!.",5,5,5,5,"My mentor was good , he always helping me for my concerns and questions all the time , thank you !."
2024,GE6107,5,5,5,5,5,"AMAU oed was excellent service, thank you!.",5,5,5,5,"My mentor was good , he always helping me for my concerns and questions all the time , thank you !."
2024,GE6116,5,5,5,5,5,"AMAU oed was excellent service, thank you!.",5,5,5,5,"My mentor was good , he always helping me for my concerns and questions all the time , thank you!."
2024,BAMM6206,4,4,4,4,4, ,3,3,3,3, 
2024,GE6106,5,5,5,5,5, ,5,5,5,5, 
2024,GE6106,5,5,5,4,5, ,5,5,5,5, 
2024,GE6103,4,4,4,4,4, ,4,4,4,4, 
2024,HMRM111,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH111,5,5,5,5,5,None.,5,5,5,5,None.
2024,ACTG6481,4,4,4,4,4, ,4,4,4,4, 
2024,ACTG6485,5,5,5,5,5,This module have a lot of lectures ans explanations.,5,5,5,5,I am satisfied and contented with this course subject.
2024,PSCI6102,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6200,5,5,5,5,5,Informative content.,5,5,5,5,Good delivery of modules.
2024,ENGL6222,5,5,5,5,5, ,4,4,4,4, 
2024,3LP1,4,4,4,4,4, ,4,4,4,4, 
2024,GE6103,4,4,4,4,4, ,4,4,4,4, 
2024,BP001,4,4,4,4,5,More lecture videos,3,3,3,3, 
2024,MISLA6201,4,4,5,3,4,"The current format of the modules is difficult to understand. The questions are lengthy and ambiguous, which makes it challenging to comprehend them. Therefore, it might be worthwhile to consider optimizing the format of the modules to improve the clarity of the questions and make it easier to understand and answer them.",4,4,4,4, 
2024,GE6107,5,5,5,5,5,"AMAU OED WAS EXCELLENT SERVICE , thank you!.",5,5,5,5,"My mentor was good , he always helping me for my concerns and questions. All the time , thank you!."
2024,COMP6101,5,5,5,5,5, ,5,5,5,5, 
2024,GE6101,5,5,5,5,5, ,5,5,5,5, 
2024,GE6300,4,4,5,4,4, ,4,4,4,4, 
2024,ENGL6311,5,5,5,5,5, ,5,5,5,5, 
2024,GMAT111,4,5,4,5,5, ,5,5,5,5, 
2024,GMAT111,5,4,5,5,5, ,5,5,5,5, 
2024,MGT6267,5,5,5,5,5,Excellent,5,5,5,5,Excellent
2024,COMP3,5,4,4,5,5,...,4,5,5,4,...
2024,PSYC201,5,5,5,5,5, ,5,5,5,5, 
2024,BAMM6301,5,5,5,5,5, ,5,5,5,5, 
2024,GE6116,5,5,5,5,5,The course content are very useful and complete of guide. And also the activities helps me a lot to improve my learning's about this subject.,5,5,5,5,"Thank you Mr. Justine Ray N. Chavez for your complete and detailed modules. For the activities and examinations, it helps me a lot to understand and practice more about what this course is all about. "
2024,MATH6200,5,5,4,5,5,The course content are very useful and complete of guide. And also the activities helps me a lot to improve my learning's about this subject.,5,5,5,5,"Thank you for your complete and detailed modules. For the quizzes and examinations, it helps me a lot to understand and practice more about what this course is all about."
2024,ENGL121,5,5,5,5,5, ,5,5,5,5, 
2024,BAMM6206,5,5,5,5,5, ,5,5,5,5, 
2024,HUMSS125,5,5,5,5,5, ,5,5,5,5, 
2024,GE6105,4,4,4,4,4, ,4,4,4,4, 
2024,GE6116,3,3,3,3,3, ,3,3,3,3, 
2024,BAMM6301,3,3,3,3,3, ,3,3,3,3, 
2024,BP005,4,4,4,4,4, ,4,4,4,4, 
2024,IT6200,5,5,5,5,5,Lots of reading but good as a knowledge refresher.,5,5,5,5,N/A - Thanks for preparing this course.
2024,FMGT6259,5,5,5,5,5,Excellent,5,5,5,5,Excellent
2024,CS6303,3,3,3,3,3,n/c,3,3,3,3,n/c
2024,MATH200,5,5,5,5,5, ,5,5,5,5, 
2024,HMRM112,5,5,5,5,5, ,5,5,5,5, 
2024,MEIL122,4,5,5,5,5, ,4,5,5,5, 
2024,PEDH122,5,5,5,5,5,"After taking a certain test, review must be open for us to see our mistakes :))",5,5,5,5,"I want to raise a concern for pe week 17 short quiz. There are no instructions and it brought me confusion. Kindly put instructions for the future takers:)
"
2024,AP6,4,5,4,5,4, ,4,3,4,4, 
2024,GE6102,5,5,5,5,5, ,5,5,5,5, 
2024,COMM6301,3,3,3,3,3, ,3,3,3,3, 
2024,BAMM6304,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH112,5,5,4,4,4, ,5,5,5,5, 
2024,FILI112,4,4,4,4,4, ,4,4,4,4, 
2024,REM6268,3,3,3,3,3,"Please further explain the presentation or subject matter, and cite examples thus the audience would clearly understand the lessons since the actual board examination  is composed of lots of tricky and fuzzy questions. Most video presentations are just reading the topic without further explanations.",3,3,3,3,"I appreciate the slides but since the subject is quite hard to understand and is not self-explanatory, please further explain the topics and kindly cite most relevant samples."
2024,3LP1,4,4,4,4,4, ,4,4,4,4, 
2024,GE6116,5,5,5,5,5, ,5,5,5,5, 
2024,GE6100,4,4,4,4,5, ,4,4,4,5, 
2024,GE6300,5,5,5,5,5, ,5,5,5,5, 
2024,MATH6100,5,5,5,5,5,NOne.,5,5,5,5,So far the Mentor is very approachable especially if i have questions and request. Thank you!
2024,GE6116,5,5,5,5,5, ,5,5,5,5, 
2024,PSCI6203,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL6311,5,5,5,5,5, ,5,5,5,5, 
2024,HMRM111,3,3,3,3,3, ,4,4,4,4, 
2024,GE6200,4,4,4,3,4,I prefer to have video lecture every topic,3,3,3,3, 
2024,GE6102,4,3,3,4,4,I prefer to have video lecture every topic,3,3,3,3, 
2024,GE6115,3,3,4,3,4,I prefer to have video lecture every topic,3,3,3,3,I prefer to have video lecture every topic
2024,GE6114,4,4,5,5,5, ,5,4,5,5, 
2024,GE6300,5,5,5,5,5, ,5,5,5,5, 
2024,EDUC6214,5,5,5,5,5,Every topic explained well and easy to understand.,5,5,5,5,thank you sir
2024,ENGL6204,3,3,3,3,3, ,3,3,3,3, 
2024,GE6103,4,4,5,4,4,It would be nice if it has video lectures ,3,3,3,3,I did not contact the mentor 
2024,ENG6100,5,2,3,2,3, ,5,3,3,3,none
2024,ENGL121,2,3,3,4,3, ,3,4,2,3, 
2024,BAMM6206,2,2,2,2,2,"not that bad, but i wish theres more relevant info  to the quiezzes and stuffs o n the pdf file ",2,2,2,2,i havent interacted w my mentpr
2024,GE6108,5,5,5,5,5, ,5,5,5,5, 
2024,GE6106,5,5,5,5,5,everything about the course was great and informative no suggestions needed.,5,5,5,5,everything about the mentor was great and informative no suggestions needed.
2024,GE6108,3,3,4,4,4,NONE,4,4,4,4,NONE
2024,3LP1,5,5,5,5,5,None.,5,5,5,5,None.
2024,ECON6152,5,5,5,5,5, ,5,5,5,5, 
2024,GE6200,5,5,5,5,5, ,5,5,5,5, 
2024,GE6107,5,5,5,5,5, ,5,5,5,5, 
2024,PSYC6201,5,5,5,5,5, ,5,5,5,5, 
2024,GE6100,4,4,4,4,4, ,4,4,4,4, 
2024,MATH212,3,3,3,3,3, ,3,3,3,3, 
2024,MATH,5,5,5,5,5,.,5,5,5,5,.
2024,FILI112,5,5,5,5,5,keep up good work,5,5,5,5,keep up good work
2024,HUMSS124,5,5,5,5,5,It would be nice if the links provided in the course module was placed somewhere so that it could be clicked or copy-pasted to the address bar. There was an article I couldn't find but I wasn't sure if it was because the article was already deleted or if I mistyped the URL.,5,5,5,5, 
2024,NSCI6100,4,4,4,4,4, ,4,4,4,4, 
2024,PSYC321,3,4,3,3,3,"I think the presentations and the AI generated videos are okay but for me, it would be much better if there are references to the information provided on the slides. ",4,4,4,4, 
2024,BAMGT6315,4,4,4,4,4, ,4,4,4,4, 
2024,ICT112,5,5,5,5,5,None.,5,5,5,5,None.
2024,GE6105,5,5,5,5,5, ,5,5,5,5, 
2024,GE6116,5,5,5,5,5, ,5,5,5,5, 
2024,GE6103,5,5,4,5,5, ,5,4,4,5, 
2024,LAW6254,4,4,4,4,4,Good,4,4,4,4,Excellent
2024,ACTG6153,3,4,4,4,4, ,4,4,4,4, 
2024,ENG6201,5,5,5,5,5, ,5,5,5,5, 
2024,PSYC6302,5,5,5,5,5,Addition of Documentary or Case studies related to Abnormal illness,5,5,5,5,"More situational questions po.
Thank you"
2024,MBA602,5,5,5,5,5, ,5,5,5,5, 
2024,GE6200,5,5,5,5,5, ,5,5,5,5, 
2024,ECON6142,5,4,4,4,4, ,5,4,4,4, 
2024,COMM6105,5,5,5,5,5,a way to highlight important keywords in modules.,5,5,5,5,Prof. Elivera provided examples for better understanding of the topics tackled. Thank you for the new found knowledge to live by.
2024,BAHRM6350,4,5,5,4,5, ,4,5,4,4, 
2024,REM6268,5,5,5,5,5,N/a,5,5,5,5, 
2024,BAMM6202A,4,4,4,4,4, ,4,4,4,4, 
2024,RSCH6258,4,4,4,4,4, ,4,4,4,4, 
2024,CS379,5,5,5,5,5,More Videos in Detailed Explanation,5,5,5,5,VERY KIND AND GENEROUS :)
2024,PSYC6304,5,5,5,5,5, ,5,5,5,5, 
2024,3LP1,3,3,3,3,3, ,3,3,3,3, 
2024,GE6103,5,5,5,5,5,good,5,5,5,5,good
2024,GE6102,5,5,5,5,5,good,5,5,5,5,good
2024,GE6100,5,5,5,5,5,good,5,5,5,5,good
2024,GE6104,4,4,4,4,4, ,4,4,4,4, 
2024,TAX6148,5,5,5,5,5, ,5,5,5,5, 
2024,CPAR122,4,3,3,3,3, ,2,4,3,3, 
2024,ENGL121,3,3,2,2,3, ,2,3,2,3, 
2024,GE6300,5,5,5,5,5, ,5,5,5,5, 
2024,BP003,5,5,5,5,5, ,5,5,5,5, 
2024,CS377,5,5,5,5,5, ,4,4,4,4, 
2024,GE6100,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL6101,5,5,5,5,5,",",5,5,5,5,","
2024,ENGL6101,5,5,5,5,5,?,5,5,5,5,?
2024,BP001,5,5,5,5,5, ,5,5,5,5, 
2024,GE6108,5,5,1,5,5, ,5,4,5,5, 
2024,GE6101,3,3,3,2,2, ,3,3,3,3, 
2024,ACTG6498,3,3,3,3,3,Thank you po,3,3,3,3,Thank you po
2024,ENTR122,4,4,4,5,4, ,5,5,5,5, 
2024,GE6114,3,3,3,3,3, ,3,3,3,3, 
2024,PSYC6305,5,5,5,5,5,none,5,5,5,5,none
2024,3LP1,5,5,5,5,5, ,5,5,5,5, 
2024,GE6108,4,4,4,5,5, ,3,3,3,3, 
2024,RSCH122,3,3,3,3,3, ,3,3,3,3, 
2024,GE6115,5,5,5,5,5, ,5,5,5,5, 
2024,GE6102,5,5,5,4,4, ,4,4,4,4, 
2024,PHYED6200,5,5,5,5,5, ,5,5,5,5, 
2024,FILI6201,5,5,4,4,4, ,5,5,5,5, 
2024,CPE6101,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL317,5,5,5,5,5, ,5,5,5,5, 
2024,GE6116,5,5,5,5,5, ,5,5,5,5, 
2024,GE6105,4,4,4,4,4, ,4,4,4,4, 
2024,PHYED6101,3,4,4,2,3, ,3,3,3,3, 
2024,RSCH111,5,5,5,5,5, ,5,5,5,5, 
2024,PHYED6103,5,5,5,5,5, ,5,5,5,5, 
2024,GE6200,5,4,4,4,4, ,4,4,4,4,THANK YOU SO MUCH
2024,PSYC6304,3,3,3,3,3, ,3,3,3,3, 
2024,PSCI6102,4,4,4,4,4, ,4,4,4,4, 
2024,PHYED6101,2,2,2,2,1, ,3,3,3,3, 
2024,MBA103,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH122,5,5,5,5,5, ,5,5,5,5, 
2024,LAW6145,5,5,5,5,5,Excellent,5,5,5,5,Excellent
2024,GE6106,5,5,5,5,5, ,5,5,5,5, 
2024,GE6114,5,5,5,5,5, ,5,5,5,5, 
2024,ACTG6487,5,5,5,5,5,Keep up the the good work.,5,5,5,5,Keep up the the good work.
2024,BAMM6201,5,5,5,5,5, ,5,5,5,5, 
2024,FILI121,4,4,3,4,4, ,5,4,5,5, 
2024,BAMM6401,4,5,5,4,4, ,4,4,4,4, 
2024,MATH6100,5,3,5,5,4, ,5,5,5,5, 
2024,PEDH122,3,3,3,3,3, ,3,3,3,3, 
2024,GE6100,5,5,5,5,5,Modules and video lecture was super helpful and made me easily understand the topics,2,2,2,2,I dont have a mentor throughout the course
2024,PEDH122,4,1,4,3,2,Delivery of the instructions is not indicated in what needs to be put on the blank box. ,3,3,3,3, 
2024,PSYC6102,5,5,5,5,5,Good,5,5,5,5,Good
2024,BAMM6202A,4,4,4,4,4,24/7 technical support can further tailor the experience to individual needs and address any issues promptly.,4,4,4,4,none so far
2024,GE6107,5,5,5,5,5, ,5,5,5,5, 
2024,GE6107,5,5,5,5,5, ,5,5,5,5, 
2024,MPA7202,4,3,3,4,4, ,3,3,3,3,3 = na
2024,MBA702,3,3,3,3,3,"Given the chance, it would be better if a real instructor is discussing the subject, something that is on deeper learning and discussion.",3,3,3,3,I cannot comment much on the instructor since there is no actual interaction at all.
2024,GE6102,4,4,3,4,4, ,4,4,4,4, 
2024,PSYC6205,5,5,5,5,5,Good,5,5,5,5,Good
2024,GE6114,5,5,4,5,5, ,5,5,5,5, 
2024,RSCH121,5,5,5,5,5,keep up good work,5,5,5,5,keep up good work
2024,CPAR122,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL213,5,5,5,5,5, ,5,5,5,5, 
2024,PEDH122,2,2,2,2,2, ,2,2,2,2, 
2024,GE6104,4,4,5,4,4, ,4,4,4,5, 
2024,ITE6101,5,5,5,5,5, ,5,5,5,5, 
2024,PSYC6203,5,5,5,4,5, ,5,5,5,5, 
2024,GE6107,3,3,3,3,3,"Each presentation content should have provided a separate learning module. Also, each presentation or modules should have provided references to read and other materials to further read on topics. As some of the questions in short quizzes and long quizzes are not on the presentation material itself. ",4,3,3,3, 
2024,ICT112,5,5,5,5,5, ,5,5,5,5, 
2024,FILI6301,3,3,3,3,3, ,3,3,3,3, 
2024,REM6122,4,4,4,4,4,none,4,4,4,4,none
2024,ICT112,3,4,4,3,4, ,4,3,3,3, 
2024,ENTR122,5,5,5,5,5, ,5,5,5,5, 
2024,CS6201,5,5,5,5,5, ,5,5,5,5, 
2024,BAHRM6351,2,2,3,2,2,More application in real-life. Prompts!,1,3,1,1,Announcements/words of encouragement would be helpful. Thank you.
2024,ENGL6213,4,4,4,4,4,Please provide video recorded class with explanation not just video that reads the whole module,4,4,4,4,Please provide video recorded class with explanation not just video that reads the whole module
2024,TAX6253,5,5,5,5,5, ,5,5,5,5, 
2024,ITE6200,4,4,5,4,4,none,5,5,5,5,none
2024,ITE6300,5,5,5,5,5,none,5,5,5,5,none
2024,ITE6101,5,5,5,5,5, ,5,5,5,5, 
2024,ENGL6301,5,5,5,5,5, ,5,5,5,5, 
2024,NSCI6401,5,5,5,4,5,Additional module,5,5,5,5,Thank you
2024,ENGL6311,3,3,3,3,3, s,1,1,1,1,Hope I have one.
2024,TLE6,5,5,5,5,5, ,4,4,4,4, 
2024,MBA104,4,4,4,4,4, ,4,5,5,4, 
2024,GE6103,4,4,4,5,4,Recommend to add more video materials.,4,4,4,4,Recommend to add more video materials.
2024,PSYC6402,3,3,3,3,4,THANK YOU,4,4,4,4,THANK YOU
2024,BAMM6202A,4,4,4,4,4, ,4,4,4,4, 
