Date,Feedback,Department,Category,Type,Feedback_English,English_Cleaned_Feedback,Sentiment Compound,Sentiment Label
2019,"In my experience, Modules was kinda hard, but if you understand those lesson, it will be easy for us to answer those topics. And the time, while answering my modules keeps me pressure.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"In my experience, Modules was kinda hard, but if you understand those lesson, it will be easy for us to answer those topics. And the time, while answering my modules keeps me pressure.",experience kinda hard understand  u answer time answer keep pressure,0.0847,Negative
2019,My only problem is that why you always add course project to our subjects even I already finished everything and  got my grade slip.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,My only problem is that why you always add course project to our subjects even I already finished everything and  got my grade slip.,problem always add project even already finish everything get grade slip,-0.4019,Negative
2019,It is okay,Sales and Admission,Experience About Enrollment And  Procedure,VOC,It is okay, hard understand answer,0.2263,Negative
2019,So far so good,Sales and Admission,Experience About Enrollment And  Procedure,VOC,So far so good,far good,0.4404,Positive
2019,some of the courses have no video lectures I hope all the courses have video lectures,Sales and Admission,Experience About Enrollment And  Procedure,VOC,some of the courses have no video lectures I hope all the courses have video lectures,lecture hope lecture,0.4404,Positive
2019,There are some glitches during the assessment. Hope you can add an option to report such during the test instead of after. I 'reported' a few but I'm not sure if that really reported to the team,Sales and Admission,Experience About Enrollment And  Procedure,VOC,There are some glitches during the assessment. Hope you can add an option to report such during the test instead of after. I 'reported' a few but I'm not sure if that really reported to the team,glitch assessment hope add option report test instead report sure really report team,0.6369,Positive
2019,its a knowledgeable modules,Sales and Admission,Experience About Enrollment And  Procedure,VOC,its a knowledgeable modules,knowledgeable,0,Neutral
2019,"This semester all my subjects are better compared to before but still, there are no virtual classes. Although this is an online study, it's better to have virtual classes from time to time to help us to get more comfortable using this platform, and also an online instructor can provide immediate feedback on student's inquiries. ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"This semester all my subjects are better compared to before but still, there are no virtual classes. Although this is an online study, it's better to have virtual classes from time to time to help us to get more comfortable using this platform, and also an online instructor can provide immediate feedback on student's inquiries.",semester well compare still virtual class although online study good virtual class time time help u get comfortable use platform also online instructor provide immediate feedback inquiry,0.875,Positive
2019,"The materials we need is not quiet enough, we need more reference I think or more explanation.  And the quizzes, test etc. need to verify or check because there's a lot of repeated questions.      ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"The materials we need is not quiet enough, we need more reference I think or more explanation.  And the quizzes, test etc. need to verify or check because there's a lot of repeated questions.",material need quiet enough need reference think explanation quizzes test etc need verify check lot repeat question,0,Neutral
2019,"Modules are fine, though upon taking quizzes the computer cannot check it right even if the spelling is correct. ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Modules are fine, though upon taking quizzes the computer cannot check it right even if the spelling is correct.",fine though upon take quiz computer check right even spelling correct,0.2023,Positive
2019,i have nothing to say so far.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,i have nothing to say so far.,nothing say far,0,Neutral
2019,"They are all OK.. they all give  the learning what the students need but need to update because sometime they have a little bit misunderstandings on the module. Like example you take an fist module supposedly when you take a exam you take a answer from the module you read, but suddenly the exam is is from the next module. ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"They are all OK.. they all give  the learning what the students need but need to update because sometime they have a little bit misunderstandings on the module. Like example you take an fist module supposedly when you take a exam you take a answer from the module you read, but suddenly the exam is is from the next module.",ok give learning need need update sometime little bit misunderstanding like example take fist supposedly take exam take answer read suddenly exam next,0.2298,Positive
2019,I would say these coursewares are useful but would suggest a downloadable copies of these modules so I could study offline.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,I would say these coursewares are useful but would suggest a downloadable copies of these modules so I could study offline.,would say coursewares useful would suggest downloadable copy could study offline,0.34,Positive
2019,- It is fine. Its just there are some subject quizzes or assignments that are not in line with the current lesson. For example the quiz for lesson 1 is  really intended for lesson 2 also do not lock our courses without reason. I pay on time but every time,Sales and Admission,Experience About Enrollment And  Procedure,VOC,- It is fine. Its just there are some subject quizzes or assignments that are not in line with the current lesson. For example the quiz for lesson 1 is  really intended for lesson 2 also do not lock our courses without reason. I pay on time but every time,fine quiz assignment line current example quiz really intend also lock without reason pay time every time,0.2723,Positive
2019,it's good sometimes I don't get the lesson but it is fine ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,it's good sometimes I don't get the lesson but it is fine,good sometimes get fine,0.5719,Positive
2019,"Most of the modules were straightforward and helpful. However, there were some modules that are not at all related to some quizzes and assignments only to find out that the module given to a certain week was for following assignments and quizzes for the next week.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Most of the modules were straightforward and helpful. However, there were some modules that are not at all related to some quizzes and assignments only to find out that the module given to a certain week was for following assignments and quizzes for the next week.",straightforward helpful however relate quiz assignment find give certain week follow assignment quiz next week,0.5994,Positive
2019,It is OK so far. But some of them needs update because what was written on the module and the ones coming out on the exam are not matching. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,It is OK so far. But some of them needs update because what was written on the module and the ones coming out on the exam are not matching.,ok far need update write one come exam match,0.296,Positive
2019,Some are difficult some are easy.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Some are difficult some are easy.,difficult easy,0.1027,Positive
2019,They are all great! I understand them all. Although there was a new assessments and it's the Course Project. I think the course project is what added to my pressure when studying. I think it is better to continue without course project. But i think it is good for others.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,They are all great! I understand them all. Although there was a new assessments and it's the Course Project. I think the course project is what added to my pressure when studying. I think it is better to continue without course project. But i think it is good for others.,great understand although new assessment project think project add pressure study think well continue without project think good others,0.3806,Positive
2019,I like to used the presentation and the video lectures. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,I like to used the presentation and the video lectures.,like use presentation lecture,0.3612,Positive
2019,I wish they will allow module downloads.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,I wish they will allow module downloads.,wish allow downloads,0.5574,Positive
2019,"Learning happens more efficiently as several modes of learning are engaged. Often people think that learning online will restrict learning because theyÂll have to read everything. but its opposite. With so many options for multi-media, modalities can be fully engaged through online learning. Quality online courses have an array of possibilities that keeps the curriculum current and engaging.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Learning happens more efficiently as several modes of learning are engaged. Often people think that learning online will restrict learning because theyÂll have to read everything. but its opposite. With so many options for multi-media, modalities can be fully engaged through online learning. Quality online courses have an array of possibilities that keeps the curriculum current and engaging.",learn happen efficiently several mode learn engage often people think learn online restrict learning theyâ read everything opposite many option multi medium modality fully engage online learning quality online array possibility keep curriculum current engage,0.7645,Positive
2019,Very good. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Very good.,good,0.4404,Positive
2019,1. Modules are too long!   2. Questions from the Quizzes and Assignments cant be found at the modules. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,1. Modules are too long!   2. Questions from the Quizzes and Assignments cant be found at the modules.,long question quiz assignment cant find,0,Neutral
2019,very convenient. no need to write or buy books,Sales and Admission,Experience About Enrollment And  Procedure,VOC,very convenient. no need to write or buy books,convenient need write buy book,0,Neutral
2019,"Generally, they were helpful.  However, on the new portal, I have subject that has a Course Project on the grade computation, but it has none on the module. I Posted a ticket and the content dev mentioned that the prof holding the subject hasn't produced it yet.    My subject still has an incomplete grade up to now because the Course Project isn't loaded yet.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Generally, they were helpful.  However, on the new portal, I have subject that has a Course Project on the grade computation, but it has none on the module. I Posted a ticket and the content dev mentioned that the prof holding the subject hasn't produced it yet.    My subject still has an incomplete grade up to now because the Course Project isn't loaded yet.",generally helpful however new portal project grade computation none post ticket dev mention prof hold produce yet still incomplete grade project load yet,0.4215,Positive
2019,I hope the references are clickable for us to easily navigate to the original webpage. Video lectures are quite boring. Some quizzes have grammatical errors or errors with answer key. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,I hope the references are clickable for us to easily navigate to the original webpage. Video lectures are quite boring. Some quizzes have grammatical errors or errors with answer key.,hope reference clickable u easily navigate original webpage lecture quite boring quiz grammatical error error answer key,-0.101,Negative
2019,"The modules and presentations are superb but I suggest there should be a virtual class weekly, if possible. ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"The modules and presentations are superb but I suggest there should be a virtual class weekly, if possible.",presentation superb suggest virtual class weekly possible,0.6249,Positive
2019,those  virtual classes even those recordings didn't work ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,those  virtual classes even those recordings didn't work,virtual class even recording work,0,Neutral
2019,Modules and presentations are all helpful and I was able to learn a lot. I preferred video lectures because I can just listen to it while still doing some other household chores. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Modules and presentations are all helpful and I was able to learn a lot. I preferred video lectures because I can just listen to it while still doing some other household chores.,presentation helpful able learn lot prefer lecture listen still household chore,0.4215,Positive
2019,"I like the way the university presents its modules, but most modules have typo errors so I think you should work on it to avoid confusion.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"I like the way the university presents its modules, but most modules have typo errors so I think you should work on it to avoid confusion.",like way university present typo error think work avoid confusion,-0.5574,Negative
2019,"The only issue for me is the GROUP RESEARCH/ THESIS for some of my subjects which I think it's helpful BUT on the other hand VERY COMPLICATED for us students, because some students can't finish their part on the research and we can't submit it till they are done with it. In my case, I did my part and submit to my leader but it's not yet done and my subject is about to finish in less than a week. that's a big issue for me because I want a good grade.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"The only issue for me is the GROUP RESEARCH/ THESIS for some of my subjects which I think it's helpful BUT on the other hand VERY COMPLICATED for us students, because some students can't finish their part on the research and we can't submit it till they are done with it. In my case, I did my part and submit to my leader but it's not yet done and my subject is about to finish in less than a week. that's a big issue for me because I want a good grade.",issue group research thesis think helpful hand complicate u finish part research submit till case part submit leader yet finish less week big issue want good grade,0.8481,Positive
2019,Everything is great.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Everything is great.,everything great,0.6249,Positive
2019,"It would be nice if some other classes will have a more video presentation and also there are some slight errors on the test. Example, few questions are given that we're not discussed yet.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"It would be nice if some other classes will have a more video presentation and also there are some slight errors on the test. Example, few questions are given that we're not discussed yet.",link hard understand many read,0.101,Negative
2019,above expectation. very good summary of the books.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,above expectation. very good summary of the books.,expectation good summary book,0.4404,Positive
2019,All of them are okay with me.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,All of them are okay with me.,hard understand,0.2263,Negative
2019,It is fine.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,It is fine.,fine,0.2023,Positive
2019,I was surprised to know/see that Course Project was added to my modules/lms after taking the final exam. It's just unfair.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,I was surprised to know/see that Course Project was added to my modules/lms after taking the final exam. It's just unfair.,surprise know see project add lms take final exam unfair,-0.25,Negative
2019,"The course wares are good and all of the information are clearly stated however, in the video lectures I think it would be better if the teacher is not just reading what is in the module. It would be very helpful to see the teacher discussing while writing some key points or graphs on the board.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"The course wares are good and all of the information are clearly stated however, in the video lectures I think it would be better if the teacher is not just reading what is in the module. It would be very helpful to see the teacher discussing while writing some key points or graphs on the board.",ware good information clearly state however lecture think would good teacher read would helpful see teacher discuss write key point graph board,0.8834,Positive
2019,They're all good and helpful.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,They're all good and helpful.,good helpful,0.6908,Positive
2019,It was full of information needed in the chosen course.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,It was full of information needed in the chosen course.,full information need chosen,0,Neutral
2019,for me modules help me well ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,for me modules help me well,modules help well,0.5859,Positive
2019,My participation in your offered courseware particularly video lectures I learned a lot of it and yes maybe it's hard to understand but if you focused on it you will gain an understanding.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,My participation in your offered courseware particularly video lectures I learned a lot of it and yes maybe it's hard to understand but if you focused on it you will gain an understanding.,participation offered courseware particularly lecture learn lot yes maybe ,0.6908,Negative
2019,"Okay, no issues thus far, I prefer doing modules than video lectures as mode of learning.  ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Okay, no issues thus far, I prefer doing modules than video lectures as mode of learning.",okay issue thus far prefer lecture mode learn,0.2263,Positive
2019,There were courses that has mixed up modules. Some of the quizes asks questions that are from modules that I haven't taken yet. It's unfair and invalid with the amount we're paying for the quality of education.     Most of the modules that consist of lengthy pages that I find irrelevant. Modules that are short but precise are better.   Some of the assessments are also erroneous. There were questions which choices are double entried and I have still have to pick one of them as the correct answer.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,There were courses that has mixed up modules. Some of the quizes asks questions that are from modules that I haven't taken yet. It's unfair and invalid with the amount we're paying for the quality of education.     Most of the modules that consist of lengthy pages that I find irrelevant. Modules that are short but precise are better.   Some of the assessments are also erroneous. There were questions which choices are double entried and I have still have to pick one of them as the correct answer.,mix quizes asks question take yet unfair invalid amount pay quality education consist lengthy page find irrelevant short precise well assessment also erroneous question choice double entried still pick one correct answer,-0.6369,Negative
2019,"The modules was accurate , very informative and easy to understand.  My concerns are some lessons has only have links which is hard to understand and many to read.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"The modules was accurate , very informative and easy to understand.  My concerns are some lessons has only have links which is hard to understand and many to read.",accurate informative easy understand concern ,0.3612,Positive
2019,Modules are helpful. Some lectures like the one in programming needs to have more resources and deep explanations.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Modules are helpful. Some lectures like the one in programming needs to have more resources and deep explanations.,helpful lecture like one program need resource deep explanation,0.6486,Positive
2019,Modules are useful. But the videos are just like modules with audio.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Modules are useful. But the videos are just like modules with audio.,useful like audio,0.6597,Positive
2019,All of the learning materials are easy to understand. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,All of the learning materials are easy to understand.,learning material easy understand,0.4404,Positive
2019,"The modules, presentations are okay but the video lecture is not that good since it is recorded last year or the year after that, if only the students can attend classes daily and attend lectures daily.  I tried to attend the scheduled video lectures last semester but I am always the only one in the conference and that got me not to attend the scheduled classes anymore.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"The modules, presentations are okay but the video lecture is not that good since it is recorded last year or the year after that, if only the students can attend classes daily and attend lectures daily.  I tried to attend the scheduled video lectures last semester but I am always the only one in the conference and that got me not to attend the scheduled classes anymore.",presentation okay lecture good since record last year year attend class daily attend lecture daily try attend scheduled lecture last semester always one conference get attend scheduled class anymore,0.5859,Positive
2019,"They are good except the True or False questionaires, you should remove it.  ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"They are good except the True or False questionaires, you should remove it.",good except true false questionaires remove,0.6908,Positive
2019,It was all organized.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,It was all organized.,organize,0,Neutral
2019,"Some of the modules are outdated and some of them are just nonsense (e.g., Calculus). They are not really teaching it.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Some of the modules are outdated and some of them are just nonsense (e.g., Calculus). They are not really teaching it.",outdated nonsense e g calculus really teach,-0.4019,Negative
2019,"Some subjects were exemptional, but subjects were unacceptable.  Needs improvement on course modules.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Some subjects were exemptional, but subjects were unacceptable.  Needs improvement on course modules.",exemptional unacceptable need improvement,0,Neutral
2019,Experience is okay but I think there has to be more uniformity to the modules. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Experience is okay but I think there has to be more uniformity to the modules.,experience okay think uniformity,0.2263,Positive
2019,No problem so far.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,No problem so far.,problem far,-0.4019,Negative
2019,I suggest that video during virtual sessions should be posted on the portal. This will be very helpful to students who cannot attend the virtual class because of work.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,I suggest that video during virtual sessions should be posted on the portal. This will be very helpful to students who cannot attend the virtual class because of work.,suggest virtual session post portal helpful attend virtual class work,0.4215,Positive
2019,"There are some modules that would have benefitted from some editorial checks.  Also, answers to some questions seem not to be accurate.  ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"There are some modules that would have benefitted from some editorial checks.  Also, answers to some questions seem not to be accurate.",would benefit editorial check also answer question seem accurate,0.4588,Positive
2019,"I don't have problems with the modules. I like all the presenter in the video lecture specially in the subject THE LIFE OF JOSE RIZAL, she was so nice, she speak so nice and she delivered words clearly. ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"I don't have problems with the modules. I like all the presenter in the video lecture specially in the subject THE LIFE OF JOSE RIZAL, she was so nice, she speak so nice and she delivered words clearly.",problem like presenter lecture specially life jose rizal nice speak nice deliver word clearly,0.7964,Positive
2019,"Limited, no other resources other than linked. ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Limited, no other resources other than linked.",limit resource link,0,Neutral
2019,They are very helpful. Some study materials are not properly formatted and have many grammar issues so it's difficult to learn. Some assessments in other subjects are sometimes difficult because the questions have no relation whatsoever to the module or presentation or video lectures provided...,Sales and Admission,Experience About Enrollment And  Procedure,VOC,They are very helpful. Some study materials are not properly formatted and have many grammar issues so it's difficult to learn. Some assessments in other subjects are sometimes difficult because the questions have no relation whatsoever to the module or presentation or video lectures provided...,helpful study material properly format many grammar issue difficult learn assessment sometimes difficult question relation whatsoever presentation lecture provide,-0.296,Negative
2019,"it was okay  the video lectures,modules,presentation very clear.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"it was okay  the video lectures,modules,presentation very clear.",okay lecture presentation clear,0.5423,Positive
2019,perfect for my changing schedule.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,perfect for my changing schedule.,perfect changing schedule,0.5719,Positive
2019,The coursewares are very informative and organize. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,The coursewares are very informative and organize.,coursewares informative organize,0,Neutral
2019,"I never had video lecture and that is because no one, literally no one ever attended the class scheduled even the professor.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"I never had video lecture and that is because no one, literally no one ever attended the class scheduled even the professor.",never lecture one literally one ever attend class schedule even professor,0,Neutral
2019,I have to admit that some are lacking so sometimes I still have to research more about it on Google or some videos in Youtube. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,I have to admit that some are lacking so sometimes I still have to research more about it on Google or some videos in Youtube.,admit lack sometimes still research google youtube,-0.128,Negative
2019,its totally good but one thing on online grading system specially when we submitting a project why the mentor taking so long to check it out...how we can proceed in the next topic if not yet graded and why they did not leave a message if their somthing wrong on the project that we submit so that we will know how we gonna do not just waiting too long for them to grade it....time is gold specially that we are working abroad specially me only night time ive always do the online activity .hoping for the solution .thank you,Sales and Admission,Experience About Enrollment And  Procedure,VOC,its totally good but one thing on online grading system specially when we submitting a project why the mentor taking so long to check it out...how we can proceed in the next topic if not yet graded and why they did not leave a message if their somthing wrong on the project that we submit so that we will know how we gonna do not just waiting too long for them to grade it....time is gold specially that we are working abroad specially me only night time ive always do the online activity .hoping for the solution .thank you,totally good one thing online grading system specially submit project mentor take long check proceed next yet grade leave message somthing wrong project submit know gon na wait long grade time gold specially work abroad specially night time ive always online activity hop solution thank,0.5709,Positive
2019,It very informative.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,It very informative.,informative,0,Neutral
2019,"My experience was great, especially the lesson being offered by LinkedIn. Those are kinds of lessons that I really want because it provides an insight coming from the professionals themselves. ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"My experience was great, especially the lesson being offered by LinkedIn. Those are kinds of lessons that I really want because it provides an insight coming from the professionals themselves.",experience great especially offer linkedin kind really want provide insight come professional,0.854,Positive
2019,some presentations are boring. some doesn't have video lectures. Reco to have a person talking on camera in the videos - not just audio with slides,Sales and Admission,Experience About Enrollment And  Procedure,VOC,some presentations are boring. some doesn't have video lectures. Reco to have a person talking on camera in the videos - not just audio with slides,presentation bore lecture reco person talk camera audio slide,-0.25,Negative
2019,some have incomplete materials,Sales and Admission,Experience About Enrollment And  Procedure,VOC,some have incomplete materials,incomplete material,0,Neutral
2019,1. modules are really Informative ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,1. modules are really Informative,really informative,0,Neutral
2019,"well, for me it is all good, i like it because it is understandable and easy to access.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"well, for me it is all good, i like it because it is understandable and easy to access.",well good like understandable easy access,0.8555,Positive
2019,Modules/Video lectures :  Binabasa ko po sya lahat at sinusulat.:) then kapag meron po akong hindi maintindihan sinisearch ko po at nanunuod po ako ako ng tutorials sa youtube . FOCUS lng po talaga pra maintindihan.:)    ASSESSMENTS :  My Favorite part! kinakabahan ako pagdating po jn! :)  Pero enjoy na enjoy ako everytime nakukuha ko sya:)    ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Modules/Video Lectures: I read it all and write it down. :) Then when I don't understand I am searching and I watch tutorials on youtube. Focus lng po talaga pre understand. :) Assessments: My favorite part! I'm nervous when it comes to jn! :) But enjoy that I enjoy everytime I get him :),lecture read write understand search watch tutorial youtube focus lng po talaga pre understand assessment favorite part nervous come jn enjoy enjoy everytime get,0.5719,Positive
2019,"It is okay, some answers in the exams are not there, a little bit review and enhancement will make the experience better,",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"It is okay, some answers in the exams are not there, a little bit review and enhancement will make the experience better,",okay answer exam little bit review enhancement make experience well,0.4588,Positive
2019,"Kindly recheck the key to correction to all the quizzes, tests, and exams. I encountered several issues which surely affected my final marks.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Kindly recheck the key to correction to all the quizzes, tests, and exams. I encountered several issues which surely affected my final marks.",kindly recheck key correction quizzes test exam encounter several issue surely affect final mark,0.7269,Positive
2019,"Modules, video lectures, and presentations are okay but the quizzes and exams are the problems. There are a lot of grammatical errors in the questions, some are not even related and discussed in the modules. ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Modules, video lectures, and presentations are okay but the quizzes and exams are the problems. There are a lot of grammatical errors in the questions, some are not even related and discussed in the modules.",lecture presentation okay quiz exam problem lot grammatical error question even relate discuss,-0.5423,Negative
2019,they are very poor.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,they are very poor.,poor,-0.4767,Negative
2019,All good,Sales and Admission,Experience About Enrollment And  Procedure,VOC,All good,good,0.4404,Positive
2019,I find it very reliable but I am more hoping for video presentation.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,I find it very reliable but I am more hoping for video presentation.,find reliable hoping presentation,0.4215,Positive
2019,Excellenct,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Excellenct,excellenct,0,Neutral
2019,It all helped me to enhance my learning independently.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,It all helped me to enhance my learning independently.,help enhance learn independently,0.4019,Positive
2019,So far the modules of my subjects are alright I still need to research more information on the internet to understand the subject more especially subjects with computations. I tend to rely on the modules more than the ppt's and video lectures but video lectures can improve more by providing a few more explanations and samples of the subejcts.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,So far the modules of my subjects are alright I still need to research more information on the internet to understand the subject more especially subjects with computations. I tend to rely on the modules more than the ppt's and video lectures but video lectures can improve more by providing a few more explanations and samples of the subejcts.,far alright still need research information internet understand especially computation tend rely ppt lecture lecture improve provide explanation sample subejcts,0.5994,Positive
2019,maganda ang paggawa ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Good work,good work,0.4404,Positive
2019,"The course materials are okay, but there are some subjects, for example, Phil. Tax System and Income has only 20 minutes to answer the assignment. Ironically, those subjects with easier questions allocate 5 hours to finish the assignment.  I understand that I need to dig deeper and do some research to understand the topics, but for me, having 20 mins to solve and analyze the problem really gave me a hard time. I already have this fear of getting low scores again, that's why I need to set it aside first, do the other subject instead.  Please don't get me wrong, I love the topics, but I only have a problem with the allocated time for the assignments and quiezzes.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"The course materials are okay, but there are some subjects, for example, Phil. Tax System and Income has only 20 minutes to answer the assignment. Ironically, those subjects with easier questions allocate 5 hours to finish the assignment.  I understand that I need to dig deeper and do some research to understand the topics, but for me, having 20 mins to solve and analyze the problem really gave me a hard time. I already have this fear of getting low scores again, that's why I need to set it aside first, do the other subject instead.  Please don't get me wrong, I love the topics, but I only have a problem with the allocated time for the assignments and quiezzes.",material okay example phil tax system income minute answer assignment ironically easy question allocate hour finish assignment understand need dig deep research understand min solve analyze problem really give hard time already fear get low score need set aside first instead please get wrong love problem allocated time assignment quiezzes,-0.3353,Negative
2019,Its very informative and concise.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Its very informative and concise.,informative concise,0,Neutral
2019,"modules are very good, presentation is precise, but in video doesn't help that much.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"modules are very good, presentation is precise, but in video doesn't help that much.",good presentation precise help much,0.6808,Positive
2019,"All modules and presentations are very well done, easy to digest, and read at your own pace made. Assessments have questions taken directly from the modules which is commendable as there is no need to read outside sources for the questions.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"All modules and presentations are very well done, easy to digest, and read at your own pace made. Assessments have questions taken directly from the modules which is commendable as there is no need to read outside sources for the questions.",presentation well easy digest read pace make assessment question take directly commendable need read outside source question,0.6124,Positive
2019,"Overall the course, subject, modules and sources were interesting to read and learn, although sometimes there are some challenges with understanding the lesson or completing some activities, but of course I am aware that it is a self paced learning, which teaches the student to being resourceful in order to find a way to understand the lessons.     ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Overall the course, subject, modules and sources were interesting to read and learn, although sometimes there are some challenges with understanding the lesson or completing some activities, but of course I am aware that it is a self paced learning, which teaches the student to being resourceful in order to find a way to understand the lessons.",overall source interest read learn although sometimes challenge understand complete activity aware self pace learn teach resourceful order find way understand,0.5106,Positive
2019,"Some of them have unavailable links, and some of the courses don't seldomly provide video lectures.  ",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Some of them have unavailable links, and some of the courses don't seldomly provide video lectures.",unavailable link seldomly provide lecture,0,Neutral
2019,Ok naman po ang napansin ko lang lalo na sa subject na GE6115 Art Appreciation bakit my mga tanong sa quizes and exams na wala naman sa lesson? ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Ok i just noticed especially in the subject ge6115 art appreciation why my questions in quizes and exams are not in the lesson?,ok notice especially ge art appreciation question quiz exam,0.6969,Positive
2019,No problems about those.      ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,No problems about those.,problem,-0.4019,Negative
2019,Ok naman po,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Problem,Problem,-0.34,Negative
2019,"Courseware are mostly modules, it would be good if there is presentation and video lectures too.",Sales and Admission,Experience About Enrollment And  Procedure,VOC,"Courseware are mostly modules, it would be good if there is presentation and video lectures too.",courseware mostly would good presentation lecture,0.4404,Positive
2019,It was fine. It's a self help modules and can easily pick up. The videos are well created. They explain things very well.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,It was fine. It's a self help modules and can easily pick up. The videos are well created. They explain things very well.,fine self help easily pick well create explain thing well,0.8807,Positive
2019,There are lots of errors and bugs in the system that I want to be fixed. Sometimes it shows the wrong answer even though it was referenced in the module as correct. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,There are lots of errors and bugs in the system that I want to be fixed. Sometimes it shows the wrong answer even though it was referenced in the module as correct.,lot error bug system want fix sometimes show wrong answer even though reference correct,-0.6705,Negative
2019,Modules are excellent. How ever the video lectures I am not satisfied. Most of the subjects have no video lectures.,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Modules are excellent. How ever the video lectures I am not satisfied. Most of the subjects have no video lectures.,excellent ever lecture satisfied lecture,0.7579,Positive
2019,Even its online i understand its awesome. ,Sales and Admission,Experience About Enrollment And  Procedure,VOC,Even its online i understand its awesome.,even online understand awesome,0.6249,Positive
